,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
113808,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200927,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,396194.0,37286.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113809,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200928,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,404835.0,37299.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113810,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200929,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,413668.0,37367.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113811,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200930,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,424331.0,37429.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113812,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201001,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,435776.0,37477.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113813,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201002,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,447495.0,37535.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113814,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201003,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,457315.0,37574.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113815,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201004,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,467282.0,37606.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113816,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201005,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,481502.0,37625.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113817,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201006,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,495960.0,37688.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113818,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201007,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,511380.0,37753.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113819,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201008,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,526834.0,37823.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113820,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201009,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,540003.0,37902.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113821,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201010,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,550308.0,37956.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113822,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201011,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,560100.0,38018.0,63.89,63.89,72.62,72.62,66.67,66.67,61.9,61.9,100.0,100.0
113823,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201012,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,576559.0,38061.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113824,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201013,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,592238.0,38185.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113825,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201014,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,608897.0,38293.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113826,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201015,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,624358.0,38404.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113827,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201016,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,54298179.24,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,639142.0,38524.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113828,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201017,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,651635.0,38652.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113829,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201018,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,58120725.88,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,663636.0,38711.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113830,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201019,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,686059.0,38783.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113831,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201020,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,707764.0,38996.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113832,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201021,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,78853637.66,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,729597.0,39140.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113833,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201022,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,749485.0,39300.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113834,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201023,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,767864.0,39488.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113835,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201024,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,39118703.76,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,781606.0,39629.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113836,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201025,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,794969.0,39766.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113837,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201026,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,7682753.94,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,818002.0,39856.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113838,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201027,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,838773.0,40178.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113839,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201028,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,859326.0,40414.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113840,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201029,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,879618.0,40628.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113841,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201030,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,106539123.85,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,899523.0,40854.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113842,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201031,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,914117.0,41132.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113843,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201101,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,927759.0,41264.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113844,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201102,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,956231.0,41389.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113845,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201103,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,978967.0,41748.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113846,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201104,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1000048.0,42136.0,65.74,65.74,72.62,72.62,67.71,67.71,63.1,63.1,100.0,100.0
113847,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201105,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1021292.0,42433.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113848,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201106,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1042527.0,42736.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113849,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201107,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1059432.0,43064.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113850,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201108,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1077711.0,43191.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113851,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201109,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1106319.0,43366.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113852,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201110,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1131194.0,43826.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113853,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201111,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1156294.0,44304.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113854,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201112,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1178664.0,44773.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113855,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201113,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1200722.0,45053.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113856,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201114,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1217047.0,45449.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113857,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201115,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1231494.0,45592.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113858,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201116,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,125000000.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1255684.0,45783.0,77.78,77.78,80.95,80.95,74.48,74.48,70.83,70.83,100.0,100.0
113859,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201117,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1276404.0,46301.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113860,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201118,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1294991.0,46724.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113861,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201119,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1310821.0,47140.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113862,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201120,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1325815.0,47576.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113863,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201121,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1336644.0,47842.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113864,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201122,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1346878.0,48212.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113865,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201123,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1363407.0,48406.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
113866,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20201124,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,,3.0,1.0,,,,,,,,,,,,1377697.0,48941.0,75.0,75.0,77.38,77.38,72.92,72.92,69.05,69.05,100.0,100.0
