,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
113561,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200124,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113562,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113563,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200126,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113564,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200127,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113565,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200128,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113566,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200129,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113567,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200130,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,1.0,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
113568,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200131,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,1.0,,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0.0,0.0
113569,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200201,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,1.0,,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0.0,0.0
113570,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200202,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,2.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113571,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200203,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,20.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113572,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200204,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,20.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113573,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200205,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,21.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113574,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200206,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,21.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113575,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200207,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,21.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113576,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200208,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,24.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113577,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200209,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,25.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113578,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200210,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,26.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113579,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200211,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,30.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113580,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200212,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,31.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113581,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200213,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,32.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113582,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200214,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,32.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113583,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200215,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,32.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113584,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200216,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,32.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113585,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200217,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,33.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113586,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200218,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,33.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113587,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200219,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,33.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113588,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200220,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,33.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113589,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200221,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,35.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113590,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200222,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,35.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113591,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200223,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,41.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113592,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200224,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,43.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113593,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200225,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,46.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113594,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200226,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,47.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113595,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200227,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,54.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113596,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200228,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,65.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113597,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200229,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,69.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113598,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200301,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,87.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113599,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200302,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,127.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113600,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200303,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,179.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113601,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200304,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,228.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113602,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200305,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,274.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113603,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200306,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,348.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
113604,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200307,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,403.0,2.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
